Term;TermFragment;MainPage;TermType;TermFrequency;CValue;inHeader;TermComponents
ОСНОВОПОЛАГАЮЩИЙ ПРИНЦИП ФУНКЦИОНАЛЬНОЙ ПАРАДИГМЫ;основополагающие принципы функциональной парадигмы;2;CombTerm;1;2,32192809488736;False;ФУНКЦИОНАЛЬНАЯ ПАРАДИГМА(1),  ОСНОВОПОЛАГАЮЩЕЙ ПРИНЦИП ПАРАДИГМЫ(1),  
ЕДИНСТВЕННАЯ КОНСТАНТА СОСТАВНОГО ТИПА;Единственной константой составного типа;4;CombTerm;1;2,32192809488736;False;СОСТАВНОЙ ТИП(1),  ЕДИНСТВЕННОГО КОНСТАНТА ТИПА(1),  
КАНОНИЧЕСКАЯ ЗАПИСЬ ПУСТОГО СПИСКА;каноническая запись пустого списка;5;CombTerm;1;2,32192809488736;False;ПУСТОЙ СПИСОК(1),  КАНОНИЧЕСКОГО ЗАПИСЬ СПИСКА(1),  
СПЕЦИАЛЬНАЯ ТАБЛИЦА СИМВОЛЬНЫХ АТОМОВ;специальную таблицу символьных атомов;29;CombTerm;1;2,32192809488736;False;СИМВОЛЬНЫЙ АТОМ(1),  СПЕЦИАЛЬНЫХ ТАБЛИЦА АТОМОВ(1),  
ВНУТРЕННЕЕ ПРЕДСТАВЛЕНИЕ СИМВОЛЬНОГО АТОМА;Внутренним представлением символьного атома;30;CombTerm;1;2,32192809488736;False;СИМВОЛЬНЫЙ АТОМ(1),  ВНУТРЕННЕГО ПРЕДСТАВЛЕНИЕ АТОМА(1),  
РАВНОЕ ЧИСЛО ТОЧЕЧНЫХ ПАР;равно числу точечных пар;31;CombTerm;1;2,32192809488736;False;РАВНЫХ ЧИСЛО ПАР(1),  
ВНУТРЕННЕЕ ПРЕДСТАВЛЕНИЕ СПИСОЧНЫХ СТРУКТУР;Внутреннее представление списочных структур;31;CombTerm;1;2,32192809488736;False;СПИСОЧНАЯ СТРУКТУРА(1),  ВНУТРЕННИХ ПРЕДСТАВЛЕНИЕ СТРУКТУР(1),  
ВАЖНОЕ СВОЙСТВО ФУНКЦИОНАЛЬНОГО ПРОГРАММИРОВАНИЯ;важное свойство функционального программирования;33;CombTerm;1;2,32192809488736;False;ФУНКЦИОНАЛЬНОЕ ПРОГРАММИРОВАНИЕ(1),  ВАЖНОГО СВОЙСТВО ПРОГРАММИРОВАНИЯ(1),  
ОТЛИЧИТЕЛЬНАЯ ОСОБЕННОСТЬ ФУНКЦИОНАЛЬНОГО ПРОГРАММИРОВАНИЯ;отличительных особенностей функционального программирования;2;CombTerm;1;2,32192809488736;False;ФУНКЦИОНАЛЬНОЕ ПРОГРАММИРОВАНИЕ(1),  ОТЛИЧИТЕЛЬНОГО ОСОБЕННОСТЬ ПРОГРАММИРОВАНИЯ(1),  
ЭФФЕКТИВНАЯ КОМПИЛЯЦИЯ ФУНКЦИОНАЛЬНЫХ ПРОГРАММ;эффективную компиляцию функциональных программ;38;CombTerm;1;2,32192809488736;False;ФУНКЦИОНАЛЬНАЯ ПРОГРАММА(1),  ЭФФЕКТИВНЫХ КОМПИЛЯЦИЯ ПРОГРАММ(1),  
РАВНАЯ ДЛИНА РЕВЕРСИРУЕМОГО СПИСКА;равна длине реверсируемого списка;40;CombTerm;1;2,32192809488736;False;РЕВЕРСИРУЕМЫЙ СПИСОК(1),  РАВНОГО ДЛИНА СПИСКА(1),  
ЛЕВАЯ ВЕТВЬ БИНАРНОГО ДЕРЕВА;левой ветви бинарного дерева;41;CombTerm;1;2,32192809488736;False;БИНАРНОЕ ДЕРЕВО(1),  ЛЕВОГО ВЕТВЬ ДЕРЕВА(1),  
НУЖНОЕ ПРЕОБРАЗОВАНИЕ ЛОГИЧЕСКОЙ ФОРМУЛЫ;нужное преобразование логической формулы;43;CombTerm;1;2,32192809488736;False;ЛОГИЧЕСКАЯ ФОРМУЛА(1),  НУЖНОЙ ПРЕОБРАЗОВАНИЕ ФОРМУЛЫ(1),  
ВЕРХНИЙ УРОВЕНЬ СПИСОЧНОГО ВЫРАЖЕНИЯ;верхнем уровне списочного выражения;45;CombTerm;1;2,32192809488736;False;СПИСОЧНОЕ ВЫРАЖЕНИЕ(1),  ВЕРХНЕГО УРОВЕНЬ ВЫРАЖЕНИЯ(1),  
ТИПИЧНЫЙ ПРИЕМ ФУНКЦИОНАЛЬНОГО ПРОГРАММИРОВАНИЯ;Типичным приемом функционального программирования;49;CombTerm;1;2,32192809488736;False;ФУНКЦИОНАЛЬНОЕ ПРОГРАММИРОВАНИЕ(1),  ТИПИЧНОГО ПРИЕМ ПРОГРАММИРОВАНИЯ(1),  
БОЛЬШОЕ ЧИСЛО СЛОЖНЫХ ОПЕРАЦИЙ;большое число сложных операций;70;CombTerm;1;2,32192809488736;False;СЛОЖНАЯ ОПЕРАЦИЯ(1),  БОЛЬШИХ ЧИСЛО ОПЕРАЦИЙ(1),  
ОБЫЧНАЯ ТЕХНИКА РЕКУРСИВНОГО ПРОГРАММИРОВАНИЯ;обычной техники рекурсивного программирования;73;CombTerm;1;2,32192809488736;False;РЕКУРСИВНОЕ ПРОГРАММИРОВАНИЕ(1),  ОБЫЧНОГО ТЕХНИКА ПРОГРАММИРОВАНИЯ(1),  
ДЕКАРТОВОЕ ПРОИЗВЕДЕНИЕ ОДНОЭЛЕМЕНТНОГО МНОЖЕСТВА;декартово произведение одноэлементного множества;73;CombTerm;1;2,32192809488736;False;ОДНОЭЛЕМЕНТНОЕ МНОЖЕСТВО(1),  ДЕКАРТОВОГО ПРОИЗВЕДЕНИЕ МНОЖЕСТВА(1),  
ВНУТРЕННЕЕ ИМЯ СИМВОЛЬНЫХ АТОМОВ;внутренних имен символьных атомов;83;CombTerm;2;4,64385618977472;False;СИМВОЛЬНЫЙ АТОМ(4),  ВНУТРЕННИХ ИМЯ АТОМОВ(4),  
ШИРОКИЙ НАБОР ВСТРОИВШИХ ФУНКЦИЙ;широкий набор встроенных функций;2;CombTerm;1;2,32192809488736;False;ВСТРОИВШАЯ ФУНКЦИЯ(1),  ШИРОКИХ НАБОР ФУНКЦИЙ(1),  
БАЗОВЫЙ НАБОР ВСТРОИВШИХ ЛИСП-ФУНКЦИЙ;базового набора встроенных лисп-функций;19;CombTerm;1;2,32192809488736;False;ВСТРОИВШАЯ ЛИСП-ФУНКЦИЯ(1),  БАЗОВЫХ НАБОР ЛИСП-ФУНКЦИЙ(1),  
БАЗОВЫЙ НАБОР ВСТРОИВШИХ ФУНКЦИЙ;базовый набор встроенных функций;21;CombTerm;2;4,64385618977472;False;ВСТРОИВШАЯ ФУНКЦИЯ(1),  БАЗОВЫХ НАБОР ФУНКЦИЙ(1),  
СПИСОЧНАЯ ЯЧЕЙКА СРАВНИВАЮЩИХ СПИСКОВ;списочных ячеек сравниваемых списков;34;CombTerm;1;2,32192809488736;False;СРАВНИВАЮЩИЙ СПИСОК(1),  СПИСОЧНЫХ ЯЧЕЙКА СПИСКОВ(1),  
РЕКУРСИВНОЕ ПОСТРОЕНИЕ ТРЕБУЮЩЕГО СПИСКА;рекурсивного построения требуемого списка;39;CombTerm;1;2,32192809488736;False;ТРЕБУЮЩИЙ СПИСОК(1),  РЕКУРСИВНОГО ПОСТРОЕНИЕ СПИСКА(1),  
РЕАЛЬНОЕ ПОСТРОЕНИЕ ПЕРЕВЕРНУВШЕГО СПИСКА;реальное построение перевернутого списка;40;CombTerm;1;2,32192809488736;False;ПЕРЕВЕРНУВШИЙ СПИСОК(1),  РЕАЛЬНОГО ПОСТРОЕНИЕ СПИСКА(1),  
ЛОГИЧЕСКОЕ ЗНАЧЕНИЕ ПРЕОБРАЗОВАВШЕЙ ФОРМУЛЫ;логического значения преобразованной формулы;44;CombTerm;1;2,32192809488736;False;ПРЕОБРАЗОВАВШАЯ ФОРМУЛА(1),  ЛОГИЧЕСКОЙ ЗНАЧЕНИЕ ФОРМУЛЫ(1),  
РЕКУРСИВНЫЙ ВЫЗОВ ОПРЕДЕЛЯЮЩЕЙ ФУНКЦИИ;рекурсивными вызовами определяемой функции;46;CombTerm;1;2,32192809488736;False;ОПРЕДЕЛЯЮЩАЯ ФУНКЦИЯ(1),  РЕКУРСИВНОЙ ВЫЗОВ ФУНКЦИИ(1),  
ЦЕЛЫЙ НАБОР ВСТРОИВШИХ ФУНКЦИОНАЛОВ;целый набор встроенных функционалов;63;CombTerm;1;2,32192809488736;False;ВСТРОИВШИЙ ФУНКЦИОНАЛ(1),  ЦЕЛЫХ НАБОР ФУНКЦИОНАЛОВ(1),  
ФУНКЦИОНАЛЬНЫЙ АРГУМЕНТ ВСТРОИВШИХ ФУНКЦИОНАЛОВ;функционального аргумента встроенных функционалов;69;CombTerm;1;2,32192809488736;False;ВСТРОИВШИЙ ФУНКЦИОНАЛ(1),  ФУНКЦИОНАЛЬНЫХ АРГУМЕНТ ФУНКЦИОНАЛОВ(1),  
ФОРМАЛЬНЫЙ ПАРАМЕТР ОПРЕДЕЛЯЮЩЕЙ ФУНКЦИИ;формальных параметров определяемой функции;93;CombTerm;1;2,32192809488736;False;ОПРЕДЕЛЯЮЩАЯ ФУНКЦИЯ(1),  ФОРМАЛЬНОЙ ПАРАМЕТР ФУНКЦИИ(1),  
РЕКУРСИВНОЕ МАКРООПРЕДЕЛЕНИЕ ВСТРОИВШИХ ФУНКЦИЙ;рекурсивные макроопределения встроенных функций;97;CombTerm;1;2,32192809488736;False;ВСТРОИВШАЯ ФУНКЦИЯ(1),  РЕКУРСИВНЫХ МАКРООПРЕДЕЛЕНИЕ ФУНКЦИЙ(1),  
НАРУШАЮЩИЙ ПРИНЦИП СТРОГОЙ ФУНКЦИОНАЛЬНОСТИ;нарушающие принципы строгой функциональности;3;CombTerm;1;2,32192809488736;False;СТРОГАЯ ФУНКЦИОНАЛЬНОСТЬ(1),  НАРУШАЮЩЕЙ ПРИНЦИП ФУНКЦИОНАЛЬНОСТИ(1),  
ПРИВЕДШАЯ ВЫША БЕЗЫМЯННОЙ ФУНКЦИЯ-ДИЗЪЮНКЦИИ;приведенной выше безымянной функции-дизъюнкции;12;CombTerm;1;2,32192809488736;False;БЕЗЫМЯННАЯ ФУНКЦИЯ-ДИЗЪЮНКЦИЯ(1),  ПРИВЕДШЕЙ ВЫША ФУНКЦИЯ-ДИЗЪЮНКЦИИ(1),  
ВСТРОИВШАЯ ФУНКЦИЯ БАЗОВОГО НАБОРА;встроенных функций базового набора;31;CombTerm;1;2,32192809488736;False;БАЗОВЫЙ НАБОР(1),  ВСТРОИВШЕГО ФУНКЦИЯ НАБОРА(1),  
ПОКАЗАВШАЯ КОНФИГУРАЦИЯ СПИСОЧНЫХ ЯЧЕЕК;показана конфигурация списочных ячеек;32;CombTerm;1;2,32192809488736;False;СПИСОЧНАЯ ЯЧЕЙКА(1),  ПОКАЗАВШИХ КОНФИГУРАЦИЯ ЯЧЕЕК(1),  
НАЗЫВАЮЩАЯ КОНЦЕПЦИЯ ПОЗДНЕГО СВЯЗЫВАНИЯ;называемой концепции позднего связывания;37;CombTerm;1;2,32192809488736;False;ПОЗДНЕЕ СВЯЗЫВАНИЕ(1),  НАЗЫВАЮЩЕГО КОНЦЕПЦИЯ СВЯЗЫВАНИЯ(1),  
ВЛОЖИВШИЙ ВЫЗОВ РЕКУРСИВНОЙ ФУНКЦИИ;вложенных вызовов рекурсивной функции;40;CombTerm;1;2,32192809488736;False;РЕКУРСИВНАЯ ФУНКЦИЯ(1),  ВЛОЖИВШЕЙ ВЫЗОВ ФУНКЦИИ(1),  
НАЗЫВАЮЩЕЕ ЗАМЫКАНИЕ ФУНКЦИОНАЛЬНОГО АРГУМЕНТА;называемое замыкание функционального аргумента;68;CombTerm;1;2,32192809488736;False;ФУНКЦИОНАЛЬНЫЙ АРГУМЕНТ(1),  НАЗЫВАЮЩЕГО ЗАМЫКАНИЕ АРГУМЕНТА(1),  
ОПРЕДЕЛЯЮЩЕЕ ВЫРАЖЕНИЕ БЕЗЫМЯННОЙ ФУНКЦИИ;определяющее выражение безымянной функции;76;CombTerm;1;2,32192809488736;False;БЕЗЫМЯННАЯ ФУНКЦИЯ(1),  ОПРЕДЕЛЯЮЩЕЙ ВЫРАЖЕНИЕ ФУНКЦИИ(1),  
ОПРЕДЕЛЯЮЩЕЕ ВЫРАЖЕНИЕ ОБЫЧНОЙ ФУНКЦИИ;определяющим выражением обычной функции;90;CombTerm;1;2,32192809488736;False;ОБЫЧНАЯ ФУНКЦИЯ(1),  ОПРЕДЕЛЯЮЩЕЙ ВЫРАЖЕНИЕ ФУНКЦИИ(1),  
БЛИЖАЙШАЯ ОБЪЕМЛЮЩАЯ ВЫЧИСЛЯЮЩАЯ ФУНКЦИЯ;ближайшей объемлющей вычисляемой функции;38;CombTerm;2;4,64385618977472;False;БЛИЖАЙШАЯ ФУНКЦИЯ(1),  ОБЪЕМЛЮЩАЯ ВЫЧИСЛЯЮЩАЯ ФУНКЦИЯ(1),  
ПРИВЕДШАЯ ВЫШЕ БЕЗЫМЯННАЯ ФУНКЦИЯ-ДИЗЪЮНКЦИЯ;приведенной выше безымянной функции-дизъюнкции;12;CombTerm;1;2,32192809488736;False;ПРИВЕДШАЯ ФУНКЦИЯ-ДИЗЪЮНКЦИЯ(1),  ВЫШЕ БЕЗЫМЯННАЯ ФУНКЦИЯ-ДИЗЪЮНКЦИЯ(1),  
ГОД ПРОШЛОГО ВЕКА;годах прошлого века;2;CombTerm;1;2;False;ГОД(1),  ПРОШЛОЕ(1),  ВЕКО(1),  ВЕК(1),  ГОД ПРОШЛОГО(1),  ПРОШЛОЕ ВЕКА(1),  
СТРУКТУРА ДАННЫХ ЯЗЫКА;структура данных языка;2;CombTerm;1;2;False;СТРУКТУРА(1),  СТРУКТУРА ДАННЫХ(1),  ДАННЫХ ЯЗЫКА(1),  
ПИК ПОПУЛЯРНОСТИ ЛИСПА;Пик популярности Лиспа;2;CombTerm;1;2;False;ПИК(1),  ПИКА(1),  ПОПУЛЯРНОСТЬ(1),  ЛИСП(1),  ПИК ПОПУЛЯРНОСТИ(1),  ПИКА ПОПУЛЯРНОСТИ(1),  ПОПУЛЯРНОСТЬ ЛИСПА(1),  
ПИКА ПОПУЛЯРНОСТИ ЛИСПА;Пик популярности Лиспа;2;CombTerm;1;2;False;
ПЕРВОЕ РЕАЛИЗАЦИЙ ЛИСПА;первых реализаций Лиспа;2;CombTerm;1;2;False;РЕАЛИЗАЦИЯ(1),  ЛИСП(1),  ПЕРВОЕ РЕАЛИЗАЦИЙ(1),  РЕАЛИЗАЦИЯ ЛИСПА(1),  
БАЗ КОНЦЕПЦИЙ ЛИСПА;базе концепций Лиспа;2;CombTerm;1;2;False;БАЗА(1),  КОНЦЕПЦИЯ(1),  ЛИСП(1),  БАЗ КОНЦЕПЦИЙ(1),  БАЗА КОНЦЕПЦИЙ(1),  КОНЦЕПЦИЯ ЛИСПА(1),  
БАЗА КОНЦЕПЦИЙ ЛИСПА;базе концепций Лиспа;2;CombTerm;1;2;False;
ЯЗЫК ПРОГРАММИРОВАНИЯ ЗАДАЧ;язык программирования задач;2;CombTerm;1;2;False;ПРОГРАММИРОВАНИЕ(1),  ЯЗЫК ПРОГРАММИРОВАНИЯ(1),  ПРОГРАММИРОВАНИЕ ЗАДАЧ(1),  
ФОРМА ЗАПИСИ ПРОГРАММ;форма записи программ;2;CombTerm;1;2;False;ПРОГРАММА(1),  ЗАПИСЬ ПРОГРАММ(1),  
ВОПРОС ПОСТРОЕНИЯ ФУНКЦИОНАЛОВ;вопросы построения функционалов;3;CombTerm;1;2;False;ПОСТРОЕНИЕ(1),  ФУНКЦИОНАЛ(1),  ВОПРОС ПОСТРОЕНИЯ(1),  ПОСТРОЕНИЕ ФУНКЦИОНАЛОВ(1),  
ДИАЛЕКТ ЛИСПА КОНСТРУКЦИИ;диалектах Лиспа конструкции;3;CombTerm;1;2;False;ДИАЛЕКТ(1),  ЛИСП(1),  ДИАЛЕКТ ЛИСПА(1),  ЛИСП КОНСТРУКЦИИ(1),  
ПОЛНОТА КАРТИНЫ ЯЗЫКА;полноты картины языка;3;CombTerm;1;2;False;ПОЛНОТА(1),  КАРТИНА(1),  ПОЛНОТА КАРТИНЫ(1),  КАРТИНА ЯЗЫКА(1),  
ОСНОВА ЯЗЫКА ЛИСПА;основы языка Лиспа;3;CombTerm;1;2;False;ЛИСП(1),  ЯЗЫК ЛИСПА(1),  
КАЧЕСТВО РАЗДЕЛИТЕЛЕЙ ЭЛЕМЕНТОВ;качестве разделителей элементов;4;CombTerm;1;2;False;РАЗДЕЛИТЕЛЬ(1),  КАЧЕСТВО РАЗДЕЛИТЕЛЕЙ(1),  РАЗДЕЛИТЕЛЬ ЭЛЕМЕНТОВ(1),  
РАЗДЕЛИТЕЛЬ ЭЛЕМЕНТОВ СПИСКА;разделителей элементов списка;4;CombTerm;1;2;False;РАЗДЕЛИТЕЛЬ(1),  СПИСОК(1),  РАЗДЕЛИТЕЛЬ ЭЛЕМЕНТОВ(1),  ЭЛЕМЕНТ СПИСКА(1),  
УРОВЕНЬ ВЛОЖЕННОСТИ СПИСКОВ;уровней вложенности списков;4;CombTerm;2;4;False;ВЛОЖЕННОСТЬ(4),  СПИСОК(4),  УРОВЕНЬ ВЛОЖЕННОСТИ(4),  ВЛОЖЕННОСТЬ СПИСКОВ(4),  
УРОВЕНЬ ЭЛЕМЕНТОВ СПИСКА;уровень элементов списка;4;CombTerm;1;2;False;СПИСОК(1),  ЭЛЕМЕНТ СПИСКА(1),  
ЧИСЛО АРГУМЕНТОВ ФУНКЦИИ;число аргументов функции;5;CombTerm;1;2;False;ФУНКЦИЯ(1),  АРГУМЕНТ ФУНКЦИИ(1),  
ВЫЧИСЛИМОСТЬ АРГУМЕНТОВ ФУНКЦИИ;вычислимость аргументов функции;6;CombTerm;1;2;False;ВЫЧИСЛИМОСТЬ(1),  ФУНКЦИЯ(1),  ВЫЧИСЛИМОСТЬ АРГУМЕНТОВ(1),  АРГУМЕНТ ФУНКЦИИ(1),  
РЯД ДИАЛЕКТОВ ЛИСПА;ряде диалектов Лиспа;7;CombTerm;2;4;False;ДИАЛЕКТ(4),  ЛИСП(4),  РЯД ДИАЛЕКТОВ(4),  ДИАЛЕКТ ЛИСПА(4),  
ПРОВЕРКА РАВЕНСТВА ЧИСЕЛ;проверки равенства чисел;8;CombTerm;1;2;False;ПРОВЕРКА(1),  РАВЕНСТВО(1),  ПРОВЕРКА РАВЕНСТВА(1),  РАВЕНСТВО ЧИСЕЛ(1),  
КАЧЕСТВО ЗНАЧЕНИЯ ФУНКЦИИ;качестве значения функции;10;CombTerm;6;12;False;ФУНКЦИЯ(36),  ЗНАЧЕНИЕ ФУНКЦИИ(36),  
ЧИСЛО ПАРАМЕТРОВ ФУНКЦИИ;число параметров функции;12;CombTerm;1;2;False;ФУНКЦИЯ(1),  ПАРАМЕТР ФУНКЦИИ(1),  
МЕСТО ИМЕНИ ФУНКЦИИ;месте имени функции;12;CombTerm;1;2;False;МЕСТО(1),  ФУНКЦИЯ(1),  МЕСТО ИМЕНИ(1),  ИМЯ ФУНКЦИИ(1),  
КАЧЕСТВО ИМЕНИ ФУНКЦИИ;качестве имени функции;14;CombTerm;1;2;False;ФУНКЦИЯ(1),  ИМЯ ФУНКЦИИ(1),  
ФОРМА ЗАПИСИ ЛЯМБДА-ВЫЗОВА;формой записи лямбда-вызова;15;CombTerm;2;4;False;ЛЯМБДА-ВЫЗОВ(4),  ЗАПИСЬ ЛЯМБДА-ВЫЗОВА(4),  
ВЫЧИСЛИМОСТЬ ЛИСПОВСКОГО СПИСКА;вычислимости лисповского списка;15;CombTerm;1;2;False;ВЫЧИСЛИМОСТЬ(1),  СПИСОК(1),  ВЫЧИСЛИМОСТЬ ЛИСПОВСКОГО(1),  ЛИСПОВСКИЙ СПИСКА(1),  
ЭЛЕМЕНТ СПИСКА-ВЫЗОВА ФУНКЦИИ;элемент списка-вызова функции;15;CombTerm;1;2;False;СПИСОК-ВЫЗОВ(1),  ФУНКЦИЯ(1),  ЭЛЕМЕНТ СПИСКА-ВЫЗОВА(1),  СПИСОК-ВЫЗОВ ФУНКЦИИ(1),  
ДЕЛЕНИЕ ЦЕЛЫХ ЧИСЕЛ;деления целых чисел;17;CombTerm;1;2;False;ДЕЛЕНИЕ(1),  ДЕЛЕНИЕ ЦЕЛЫХ(1),  
РАВЕНСТВО АРГУМЕНТА ФУНКЦИИ;равенство аргумента функции;21;CombTerm;1;2;False;РАВЕНСТВО(1),  ФУНКЦИЯ(1),  РАВЕНСТВО АРГУМЕНТА(1),  АРГУМЕНТ ФУНКЦИИ(1),  
УСЛОВИЕ ЗАВЕРШЕНИЯ РЕКУРСИИ;условия завершения рекурсии;21;CombTerm;1;2;False;УСЛОВИЕ(1),  ЗАВЕРШЕНИЕ(1),  РЕКУРСИЯ(1),  УСЛОВИЕ ЗАВЕРШЕНИЯ(1),  ЗАВЕРШЕНИЕ РЕКУРСИИ(1),  
ИСЧЕРПАНИЕ ЭЛЕМЕНТОВ СПИСКА;исчерпании элементов списка;21;CombTerm;1;2;False;ИСЧЕРПАНИЕ(1),  СПИСОК(1),  ИСЧЕРПАНИЕ ЭЛЕМЕНТОВ(1),  ЭЛЕМЕНТ СПИСКА(1),  
ВЫЗОВ ФУНКЦИИ СЛОЖЕНИЯ;вызов функции сложения;22;CombTerm;1;2;False;ФУНКЦИЯ(1),  СЛОЖЕНИЕ(1),  ВЫЗОВ ФУНКЦИИ(1),  ФУНКЦИЯ СЛОЖЕНИЯ(1),  
УРОВЕНЬ ПЕРВОГО СПИСКА;уровня первого списка;24;CombTerm;1;2;False;СПИСОК(1),  ПЕРВОЕ СПИСКА(1),  
УРОВЕНЬ ВТОРОГО СПИСКА;уровня второго списка;24;CombTerm;1;2;False;СПИСОК(1),  ВТОРОЕ СПИСКА(1),  
ПОРЯДОК ВЫЗОВОВ ФУНКЦИЙ;порядок вызовов функций;24;CombTerm;2;4;False;ФУНКЦИЯ(4),  ВЫЗОВ ФУНКЦИЙ(4),  
ПРИСОЕДИНЕНИЕ ПЕРВОГО ЭЛЕМЕНТА;присоединения первого элемента;24;CombTerm;1;2;False;ПРИСОЕДИНЕНИЕ(1),  ПРИСОЕДИНЕНИЕ ПЕРВОГО(1),  
ЭЛЕМЕНТ ПЕРВОГО СПИСКА-АРГУМЕНТА;элемента первого списка-аргумента;24;CombTerm;3;6;False;СПИСОК-АРГУМЕНТ(9),  ПЕРВОЕ СПИСКА-АРГУМЕНТА(9),  
СЛИЯНИЕ ХВОСТА ПЕРВОГО;слияния хвоста первого;24;CombTerm;1;2;False;СЛИЯНИЕ(1),  СЛИЯНИЕ ХВОСТА(1),  
ХВОСТ ПЕРВОГО СПИСКА;хвоста первого списка;24;CombTerm;1;2;False;СПИСОК(1),  ПЕРВОЕ СПИСКА(1),  
ПРИСОЕДИНЕНИЕ ЭЛЕМЕНТОВ ПЕРВОГО;присоединение элементов первого;24;CombTerm;1;2;False;ПРИСОЕДИНЕНИЕ(1),  ПРИСОЕДИНЕНИЕ ЭЛЕМЕНТОВ(1),  
ЭЛЕМЕНТ ПЕРВОГО СПИСКА;элементов первого списка;24;CombTerm;3;6;False;СПИСОК(9),  ПЕРВОЕ СПИСКА(9),  
ПОНЯТИЕ ЛИСПОВСКОГО СПИСКА;понятие лисповского списка;25;CombTerm;1;2;False;СПИСОК(1),  ЛИСПОВСКИЙ СПИСКА(1),  
ОБОБЩЕНИЕ ПОНЯТИЙ АТОМА;обобщение понятий атома;26;CombTerm;1;2;False;ОБОБЩЕНИЕ(1),  АТОМ(1),  ОБОБЩЕНИЕ ПОНЯТИЙ(1),  ПОНЯТИЕ АТОМА(1),  
СПИСОК СВОЙСТВ АТОМА;список свойств атома;29;CombTerm;9;18;True;СПИСОК(81),  АТОМ(81),  СПИСОК СВОЙСТВ(81),  СВОЙСТВО АТОМА(81),  
ВЫПОЛНЕНИЕ ВЫЗОВА ФУНКЦИИ;выполнении вызова функции;30;CombTerm;1;2;False;ФУНКЦИЯ(1),  ВЫЗОВ ФУНКЦИИ(1),  
ПОЗИЦИЯ ИМЕНИ ФУНКЦИИ;позиции имени функции;30;CombTerm;1;2;False;ПОЗИЦИЯ(1),  ФУНКЦИЯ(1),  ПОЗИЦИЯ ИМЕНИ(1),  ИМЯ ФУНКЦИИ(1),  
ПОЗИЦИЯ АРГУМЕНТА ФУНКЦИИ;позиции аргумента функции;30;CombTerm;1;2;False;ПОЗИЦИЯ(1),  ФУНКЦИЯ(1),  ПОЗИЦИЯ АРГУМЕНТА(1),  АРГУМЕНТ ФУНКЦИИ(1),  
ЭЛЕМЕНТ ТАБЛИЦЫ АТОМОВ;элемент таблицы атомов;30;CombTerm;2;4;False;ТАБЛИЦА(4),  АТОМ(4),  ЭЛЕМЕНТ ТАБЛИЦЫ(4),  ТАБЛИЦА АТОМОВ(4),  
ЗНАЧЕНИЕ АРГУМЕНТА ФУНКЦИИ;значением аргумента функции;31;CombTerm;2;4;False;ФУНКЦИЯ(4),  АРГУМЕНТ ФУНКЦИИ(4),  
УКАЗАТЕЛЬ ЛИСПОВСКИХ ОБЪЕКТОВ;указатели лисповских объектов;32;CombTerm;1;2;False;УКАЗАТЕЛЬ(1),  УКАЗАТЕЛЬ ЛИСПОВСКИХ(1),  ЛИСПОВСКИЙ ОБЪЕКТОВ(1),  
ПЕРВОЕ АРГУМЕНТА ФУНКЦИИ;первого аргумента функции;32;CombTerm;2;4;False;ФУНКЦИЯ(4),  АРГУМЕНТ ФУНКЦИИ(4),  
УРОВЕНЬ ПЕРВОГО СПИСКА-АРГУМЕНТА;уровня первого списка-аргумента;32;CombTerm;1;2;False;СПИСОК-АРГУМЕНТ(1),  ПЕРВОЕ СПИСКА-АРГУМЕНТА(1),  
ПОДСОЕДИНЕНИЕ ЭЛЕМЕНТОВ ПЕРВОГО;подсоединения элементов первого;32;CombTerm;1;2;False;ПОДСОЕДИНЕНИЕ(1),  ПОДСОЕДИНЕНИЕ ЭЛЕМЕНТОВ(1),  
ПУТЬ СРАВНЕНИЯ УКАЗАТЕЛЕЙ;путем сравнения указателей;33;CombTerm;1;2;False;СРАВНЕНИЕ(1),  УКАЗАТЕЛЬ(1),  ПУТЬ СРАВНЕНИЯ(1),  СРАВНЕНИЕ УКАЗАТЕЛЕЙ(1),  
УТИЛИТА СБОРКИ МУСОРА;утилиту сборки мусора;34;CombTerm;1;2;False;УТИЛИТА(1),  УТИЛИТ(1),  СБОРКА(1),  МУСОР(1),  УТИЛИТА СБОРКИ(1),  УТИЛИТ СБОРКИ(1),  СБОРКА МУСОРА(1),  
УТИЛИТ СБОРКИ МУСОРА;утилиту сборки мусора;34;CombTerm;1;2;False;
ЕСТЕСТВЕННОСТЬ РАСШИРЕНИЯ ЯЗЫКА;естественность расширения языка;37;CombTerm;1;2;False;ЕСТЕСТВЕННОСТЬ(1),  РАСШИРЕНИЕ(1),  ЕСТЕСТВЕННОСТЬ РАСШИРЕНИЯ(1),  РАСШИРЕНИЕ ЯЗЫКА(1),  
СПРАВА ПЕРВОГО ЭЛЕМЕНТА;справа первого элемента;39;CombTerm;1;2;False;СПРАВА(1),  СПРАВА ПЕРВОГО(1),  
СРАВНЕНИЕ ЭЛЕМЕНТОВ СПИСКА;сравнения элементов списка;42;CombTerm;1;2;False;СРАВНЕНИЕ(1),  СПИСОК(1),  СРАВНЕНИЕ ЭЛЕМЕНТОВ(1),  ЭЛЕМЕНТ СПИСКА(1),  
ВЕТВЬ ТЕЛА ФУНКЦИИ;ветви тела функции;47;CombTerm;2;4;False;ВЕТВЬ(4),  ТЕЛО(4),  ФУНКЦИЯ(4),  ВЕТВЬ ТЕЛА(4),  ТЕЛО ФУНКЦИИ(4),  
