Term;TermFragment;MainPage;TermType;TermFrequency;CValue;inHeader;TermRule;TermRepeatRule
ВНУТРЕННИЙ ЦИКЛ;внутренний цикл;73;NonDictTerm;1;1,58496250072116;False;0;0
ПРОСТОЕ РЕШЕНИЕ;простое решение;73;NonDictTerm;1;1,58496250072116;False;0;0
АНАЛОГИЧНЫЙ ОБРАЗ;аналогичным образом;73;NonDictTerm;1;1,58496250072116;False;0;0
ИТОГОВОЕ СПИСОК-ПРОИЗВЕДЕНИЕ;итоговом списке-произведении;74;NonDictTerm;1;1,58496250072116;False;0;0
ЛИШНИЕ СКОБКИ;лишние скобки;74;NonDictTerm;3;4,75488750216347;False;0;0
ВЕРНОЕ РЕШЕНИЕ;верное решение;74;NonDictTerm;1;1,58496250072116;False;0;0
ИТОГОВЫЙ СПИСОК;итоговом списке;75;NonDictTerm;1;1,58496250072116;False;0;0
ДОПОЛНИТЕЛЬНАЯ ИЛЛЮСТРАЦИЯ;дополнительной иллюстрации;75;NonDictTerm;2;3,16992500144231;False;0;0
ПРОСТОЕ КВОТИРОВАНИЕ;простое квотирование;76;NonDictTerm;1;1,58496250072116;False;0;0
НУЖНОЕ ЛЯМБДА-ВЫРАЖЕНИЕ;нужное лямбда-выражение;76;NonDictTerm;1;1,58496250072116;False;0;0
ЗАМКНУТОЕ ЛЯМБДА-ВЫРАЖЕНИЕ;замкнутое лямбда-выражение;76;NonDictTerm;1;1,58496250072116;False;0;0
РАЗНЫЕ ЛЯМБДА-ВЫРАЖЕНИЯ;разные лямбда-выражения;77;NonDictTerm;1;1,58496250072116;False;0;0
РАЗНЫЕ ПРИРАЩЕНИЯ;разными приращениями;77;NonDictTerm;1;1,58496250072116;False;0;0
СИМВОЛЬНЫЕ ДАННЫЕ;символьных данных;78;NonDictTerm;1;1,58496250072116;False;0;0
УДОБНОЕ СРЕДСТВО;удобное средство;78;NonDictTerm;2;0;False;0;0
АССОЦИАТИВНЫЙ СПИСОК;ассоциативным списком;78;NonDictTerm;1;1,58496250072116;False;0;0
ГЛАВНАЯ ОСОБЕННОСТЬ;Главная особенность;79;NonDictTerm;1;1,58496250072116;False;0;0
СТАРОЕ ЗНАЧЕНИЕ;старое значение;79;NonDictTerm;1;1,58496250072116;False;0;0
КВАДРАТНЫЙ КОРЕНЬ;квадратный корень;80;NonDictTerm;2;3,16992500144231;False;0;0
ПРАВИЛЬНОЕ ВЫРАЖЕНИЕ;правильного выражения;80;NonDictTerm;1;1,58496250072116;False;0;0
ПАСКАЛЕВСКОЕ ВЫРАЖЕНИЕ;паскалевское выражение;82;NonDictTerm;1;1,58496250072116;False;0;0
ОСОБАЯ РОЛЬ;особую роль;83;NonDictTerm;1;1,58496250072116;False;0;0
ОСОБЫЕ СИМВОЛЫ;особые символы;83;NonDictTerm;8;12,6797000057693;False;0;0
ОБРАТНЫЙ СЛЭШ;обратный слэш;83;NonDictTerm;1;1,58496250072116;False;0;0
СТРОЧНАЯ БУКВА;строчная буква;83;NonDictTerm;1;1,58496250072116;False;0;0
СПЕЦИФИЧЕСКАЯ ЗАПИСЬ;специфическую запись;84;NonDictTerm;1;1,58496250072116;False;0;0
ПОСИМВОЛЬНЫЙ ВВОД;посимвольный ввод;84;NonDictTerm;2;3,16992500144231;False;0;0
СИМВОЛЬНЫЕ КОНСТАНТЫ;Cимвольные константы;84;NonDictTerm;1;1,58496250072116;False;0;0
МАТЕМАТИЧЕСКИЕ ФОРМУЛЫ;математических формул;84;NonDictTerm;1;1,58496250072116;False;0;0
ПРЕОБРАЗУЕМОЕ ВЫРАЖЕНИЕ;преобразуемое выражение;85;NonDictTerm;1;1,58496250072116;False;0;0
ОБРАТНОЕ ПРЕОБРАЗОВАНИЕ;обратного преобразования;85;NonDictTerm;2;3,16992500144231;False;0;0
ДОПОЛНИТЕЛЬНЫЕ ПРОБЕЛА;дополнительных пробелов;86;NonDictTerm;1;1,58496250072116;False;0;0
ДИАГНОСТИЧЕСКОЕ СООБЩЕНИЕ;диагностическое сообщение;87;NonDictTerm;1;1,58496250072116;False;0;0
ПРОГРАММНЫЙ ФАЙЛ;программного файла;87;NonDictTerm;1;1,58496250072116;False;0;0
ПУСТОЕ ТЕЛО;пустого тела;89;NonDictTerm;2;3,16992500144231;False;0;0
ОДНОВРЕМЕННОЕ СВЯЗЫВАНИЕ;одновременное связывание;89;NonDictTerm;1;1,58496250072116;False;0;0
ПОЛЕЗНАЯ КОНСТРУКЦИЯ;полезную конструкцию;89;NonDictTerm;1;1,58496250072116;False;0;0
НЕВЫЧИСЛЯЕМЫЕ АРГУМЕНТЫ;невычисляемых аргументов;91;NonDictTerm;1;1,58496250072116;False;0;0
ФАКТИЧЕСКИЕ ПАРАМЕТР-АРГУМЕНТЫ;фактических параметров-аргументов;91;NonDictTerm;1;1,58496250072116;False;0;0
КЛЮЧЕВЫЕ СЛОВА;ключевые слова;93;NonDictTerm;4;6,33985000288463;False;0;0
НУЖНЫЕ ПАРАМЕТРЫ;нужными параметрами;93;NonDictTerm;1;1,58496250072116;False;0;0
ЭКВИВАЛЕНТНОЕ ВЫРАЖЕНИЕ;эквивалентно выражению;95;NonDictTerm;1;1,58496250072116;False;0;0
СИНТАКСИЧЕСКИЕ КОНСТРУКЦИИ;синтаксические конструкции;95;NonDictTerm;1;1,58496250072116;False;0;0
ВЫЧИСЛИМАЯ ФОРМА;вычислимой формы;95;NonDictTerm;2;1,58496250072116;False;0;0
ОБРАТНАЯ БЛОКИРОВКА;обратной блокировкой;96;NonDictTerm;6;9,50977500432694;False;0;0
ОБРАТНАЯ КАВЫЧКА;обратной кавычкой;96;NonDictTerm;1;1,58496250072116;False;0;0
ПРЕДВАРИТЕЛЬНАЯ ЗАГРУЗКА;предварительной загрузки;97;NonDictTerm;2;3,16992500144231;False;0;0
РЕКУРСИВНЫЕ МАКРООПРЕДЕЛЕНИЯ;рекурсивные макроопределения;97;NonDictTerm;1;1,58496250072116;False;0;0
УКАЗАННЫЕ ФУНКЦИИ;указанные функции;98;NonDictTerm;1;1,58496250072116;False;0;0
НЕВЫЧИСЛЕННЫЕ АРГУМЕНТЫ;невычисленных аргументов;98;NonDictTerm;2;3,16992500144231;False;0;0
ОДНОВРЕМЕННОЕ ПРИСВАИВАНИЕ;одновременного присваивания;99;NonDictTerm;1;1,58496250072116;False;0;0
БЛОЧНЫЕ КОНСТРУКЦИИ;блочные конструкции;101;NonDictTerm;2;3,16992500144231;False;0;0
ОПЕРАТОРНЫЙ СТИЛЬ;операторном стиле;101;NonDictTerm;1;1,58496250072116;False;0;0
ГЛАВЕНСТВУЮЩАЯ РОЛЬ;главенствующую роль;2;NonDictTerm;1;1,58496250072116;False;0;0
НАРУШАЮЩИЕ ПРИНЦИПЫ;нарушающие принципы;3;NonDictTerm;1;1,58496250072116;False;0;0
ВЛОЖИВШИЕ СПИСКИ;вложенные списки;4;NonDictTerm;2;3,16992500144231;False;0;0
УКАЗАВШИЕ ТРЕБОВАНИЯ;указанных требований;6;NonDictTerm;1;1,58496250072116;False;0;0
ЗАДАЮЩИЕ ЗНАЧЕНИЯ;задающие значения;6;NonDictTerm;1;1,58496250072116;False;0;0
ВСТРОИВШИЕ ФУНКЦИИ;встроенных функций;6;NonDictTerm;26;41,2090250187501;False;0;0
ВЫЧИСЛЯЮЩИЕ ЗНАЧЕНИЯ;вычисляющих значения;8;NonDictTerm;1;1,58496250072116;False;0;0
УПРОСТИВШИЙ СПОСОБ;упрощенный способ;2;NonDictTerm;1;1,58496250072116;False;0;0
КВОТИРУЮЩЕЕ ВЫРАЖЕНИЕ;квотируемое выражение;9;NonDictTerm;1;1,58496250072116;False;0;0
ВСТРОИВШИЕ ЛИСПОВСКИЕ;встроенных лисповских;11;NonDictTerm;2;3,16992500144231;False;0;0
ОПРЕДЕЛЯЮЩЕЕ ВЫРАЖЕНИЕ;определяющим выражением;11;NonDictTerm;15;23,7744375108173;False;0;0
ВЫЧИСЛЯЮЩЕЕ ВЫРАЖЕНИЕ;вычисляемого выражения;12;NonDictTerm;3;4,75488750216347;False;0;0
ПРИВЕДШАЯ ВЫША;приведенной выше;12;NonDictTerm;1;1,58496250072116;False;0;0
ОПРЕДЕЛЯЮЩАЯ ФУНКЦИЯ;определяемой функции;14;NonDictTerm;1;1,58496250072116;False;0;0
ВЛОЖИВШИЕ ВЫЗОВЫ;вложенным вызовам;14;NonDictTerm;1;1,58496250072116;False;0;0
УПРОСТИВШАЯ ЗАПИСЬ;упрощенная запись;15;NonDictTerm;1;1,58496250072116;False;0;0
ОПИСЫВАЮЩИЕ ФУНКЦИИ;Описываемые функции;16;NonDictTerm;1;1,58496250072116;False;0;0
ПОВТОРЯЮЩИЕСЯ БУКВЫ;повторяющиеся буквы;16;NonDictTerm;1;1,58496250072116;False;0;0
СРАВНИВАЮЩИЕ АТОМЫ;сравниваемые атомы;18;NonDictTerm;1;1,58496250072116;False;0;0
ВСТРОИВШИЙ ПРЕДИКАТ;встроенный предикат;19;NonDictTerm;1;1,58496250072116;False;0;0
ВЫЧИСЛЯЮЩАЯ ДЛИНА;вычисляющую длину;21;NonDictTerm;1;1,58496250072116;False;0;0
РАССМАТРИВАЮЩАЯ ЗАДАЧА;рассматриваемой задаче;21;NonDictTerm;1;1,58496250072116;False;0;0
УКАЗАВШЕЕ ЗНАЧЕНИЕ;указано значение;22;NonDictTerm;1;1,58496250072116;False;0;0
ОБОБЩАЮЩЕЕ ПОНЯТИЕ;обобщающее понятие;25;NonDictTerm;1;1,58496250072116;False;0;0
РАЗДЕЛЯЮЩАЯ ТОЧКА;разделяющая точка;25;NonDictTerm;1;1,58496250072116;False;0;0
ОТКРЫВАЮЩАЯ СКОБКА;открывающая скобка;26;NonDictTerm;3;4,75488750216347;False;0;0
ЗАКРЫВАЮЩАЯ СКОБКА;закрывающей скобкой;27;NonDictTerm;2;3,16992500144231;False;0;0
ПЕРЕЧИСЛИВШИЕ ПУНКТЫ;Перечисленные пункты;29;NonDictTerm;1;1,58496250072116;False;0;0
ПРЕДСТАВЛЯЮЩЕЕ ВЫРАЖЕНИЕ;представляемого выражения;31;NonDictTerm;1;1,58496250072116;False;0;0
ПОКАЗАВШАЯ КОНФИГУРАЦИЯ;показана конфигурация;32;NonDictTerm;1;1,58496250072116;False;0;0
ЗАМКНУВШИЙ ЦИКЛ;замкнутый цикл;33;NonDictTerm;1;1,58496250072116;False;0;0
ВЫЧИСЛЯЮЩИЕ АРГУМЕНТЫ;вычисляемыми аргументами;34;NonDictTerm;13;20,604512509375;False;0;0
ПОДАВЛЯЮЩЕЕ ЧИСЛО;подавляющее число;34;NonDictTerm;1;1,58496250072116;False;0;0
НАЗЫВАЮЩАЯ КОНЦЕПЦИЯ;называемой концепции;37;NonDictTerm;1;1,58496250072116;False;0;0
ТРЕБУЮЩИЙ СПИСОК;требуемого списка;39;NonDictTerm;1;1,58496250072116;False;0;0
ПЕРЕВЕРНУВШИЙ СПИСОК-ХВОСТ;перевернутого списка-хвоста;39;NonDictTerm;1;1,58496250072116;False;0;0
ОТЛОЖИВШИЕ ВЫЗОВЫ;отложенных вызовов;40;NonDictTerm;1;1,58496250072116;False;0;0
ПЕРЕВЕРНУВШИЙ СПИСОК;перевернутого списка;40;NonDictTerm;4;6,33985000288463;False;0;0
ВЛОЖИВШИЕ ЦИКЛЫ;вложенных циклов;42;NonDictTerm;2;3,16992500144231;False;0;0
ЗАКОНЧИВШЕЕ СРАВНЕНИЕ;закончено сравнение;42;NonDictTerm;1;1,58496250072116;False;0;0
ПРЕОБРАЗОВАВШИЕ ОПЕРАНДЫ;преобразованными операндами;43;NonDictTerm;1;1,58496250072116;False;0;0
ПРИВЕДШАЯ ФУНКЦИЯ;приведенной функции;45;NonDictTerm;2;3,16992500144231;False;0;0
НАКАПЛИВАЮЩИЙ ПАРАМЕТР;Накапливающий параметр;49;NonDictTerm;16;25,3594000115385;False;0;0
ВЫРОВНЯВШИЙ СПИСОК;выровненном списке;56;NonDictTerm;1;1,58496250072116;False;0;0
НАКОПИВШИЕ АТОМЫ;накоплены атомы;57;NonDictTerm;1;1,58496250072116;False;0;0
ПОВТОРЯЮЩИЕСЯ ЭЛЕМЕНТЫ;повторяющиеся элементы;59;NonDictTerm;2;3,16992500144231;False;0;0
ВЫЧИСЛЯЮЩАЯ ГЛУБИНА;вычисляющую глубину;59;NonDictTerm;1;1,58496250072116;False;0;0
СЖАВШАЯ ФОРМА;сжатой форме;60;NonDictTerm;1;1,58496250072116;False;0;0
ПРИМЕНЯЮЩАЯ ОПЕРАЦИЯ;применяемую операцию;61;NonDictTerm;1;1,58496250072116;False;0;0
ВСТРОИВШИЕ ФУНКЦИОНАЛЫ;встроенных функционалов;63;NonDictTerm;4;6,33985000288463;False;0;0
ОТОБРАЖАЮЩИЕ ФУНКЦИОНАЛЫ;отображающих функционалов;63;NonDictTerm;1;1,58496250072116;False;0;0
ПРИМЕНЯЮЩИЕ ФУНКЦИОНАЛЫ;Применяющие функционалы;63;NonDictTerm;1;1,58496250072116;False;0;0
ЗАФИКСИРОВАВШИЕ СВЯЗИ;зафиксированных связей;67;NonDictTerm;1;1,58496250072116;False;0;0
ВВЕДШИЕ СВЯЗИ;введенные связи;67;NonDictTerm;1;1,58496250072116;False;0;0
НАЗЫВАЮЩЕЕ ЗАМЫКАНИЕ;называемое замыкание;68;NonDictTerm;1;1,58496250072116;False;0;0
УПОРЯДОЧИВШИЕ СПИСКИ;упорядоченных списков;71;NonDictTerm;1;1,58496250072116;False;0;0
РЕАЛИЗОВАВШИЙ ФУНКЦИОНАЛ;реализованный функционал;72;NonDictTerm;1;1,58496250072116;False;0;0
ИМЕЮЩИЕСЯ ПОДМНОЖЕСТВА;имеющихся подмножеств;75;NonDictTerm;1;1,58496250072116;False;0;0
ЗАМКНУВШЕЕ ЛЯМБДА-ВЫРАЖЕНИЕ;замкнутое лямбда-выражение;76;NonDictTerm;1;1,58496250072116;False;0;0
ВСТРОИВШАЯ ФОРМА;встроенной формы;77;NonDictTerm;1;1,58496250072116;False;0;0
РЕАЛИЗОВАВШАЯ ФУНКЦИЯ;реализована функция;79;NonDictTerm;1;1,58496250072116;False;0;0
ПРОВЕРЯЮЩАЯ ПРАВИЛЬНОСТЬ;проверяющая правильность;81;NonDictTerm;1;1,58496250072116;False;0;0
ВВЕДШЕЕ ВЫРАЖЕНИЕ;Введенное выражение;82;NonDictTerm;1;1,58496250072116;False;0;0
ВВЕДШИЙ СИМВОЛ;введенный символ;84;NonDictTerm;2;3,16992500144231;False;0;0
ВВОДЯЩИЙ ТЕКСТ;вводимый текст;85;NonDictTerm;1;1,58496250072116;False;0;0
ВВЕДШАЯ СТРОКА;Введенную строку;85;NonDictTerm;1;1,58496250072116;False;0;0
ВВЕДШИЙ ТЕКСТ;введенный текст;85;NonDictTerm;1;1,58496250072116;False;0;0
ОБНАРУЖИВШАЯ ОШИБКА;обнаружена ошибка;87;NonDictTerm;1;1,58496250072116;False;0;0
УВЕЛИЧИВШЕЕ ЧИСЛО;увеличенное число;88;NonDictTerm;1;1,58496250072116;False;0;0
СОСТАВИВШИЙ СПИСОК;составлен список;94;NonDictTerm;1;1,58496250072116;False;0;0
РАСШИРИВШАЯ ФОРМА;расширенной формы;95;NonDictTerm;3;4,75488750216347;False;0;0
ВЫЧИСЛЯЮЩЕЕ ПОДВЫРАЖЕНИЕ;вычисляемым подвыражением;96;NonDictTerm;1;1,58496250072116;False;0;0
ВЫЗВАВШИЙ МАКРОС;вызван макрос;97;NonDictTerm;1;1,58496250072116;False;0;0
УКАЗАВШИЕ ФУНКЦИИ;указанные функции;98;NonDictTerm;1;1,58496250072116;False;0;0
ЕДИНАЯ СИНТАКСИЧЕСКАЯ ФОРМА;единая синтаксическая форма;2;NonDictTerm;1;2;False;0;0
БАЗОВЫЕ ФУНКЦИОНАЛЬНЫЕ СРЕДСТВА;базовым функциональным средствам;2;NonDictTerm;1;2;False;0;0
ВНЕШНЯЯ КРУГЛАЯ СКОБКА;внешней круглой скобкой;4;NonDictTerm;1;2;False;0;0
МНЕМОНИЧНЫЕ СИНОНИМИЧНЫЕ НАЗВАНИЯ;мнемоничные синонимичные названия;7;NonDictTerm;1;2;False;0;0
СТРОГОЕ ФУНКЦИОНАЛЬНОЕ ПРОГРАММИРОВАНИЕ;строго функциональном программировании;9;NonDictTerm;5;10;False;0;0
ВЫШЕ БЕЗЫМЯННАЯ ФУНКЦИЯ-ДИЗЪЮНКЦИЯ;выше безымянной функции-дизъюнкции;12;NonDictTerm;1;2;False;0;0
ВЫШЕ БАЗОВЫЙ НАБОР;выше базового набора;16;NonDictTerm;1;2;False;0;0
ПРОСТЫЕ РЕКУРСИВНЫЕ ФУНКЦИИ;простые рекурсивные функции;27;NonDictTerm;1;2;False;0;0
ПООЧЕРЕДНОЕ ВНУТРЕННЕЕ ПРЕДСТАВЛЕНИЕ;поочередно внутреннее представление;29;NonDictTerm;1;2;False;0;0
ВЗАИМОСВЯЗАННЫЕ СПИСОЧНЫЕ ЯЧЕЙКИ;взаимосвязанных списочных ячеек;31;NonDictTerm;1;2;False;0;0
ЗАГЛАВНАЯ СПИСОЧНАЯ ЯЧЕЙКА;заглавной списочной ячейки;31;NonDictTerm;2;4;False;0;0
ПОЛЕЕ СПИСОЧНАЯ ЯЧЕЙКА;полей списочной ячейки;32;NonDictTerm;1;2;False;0;0
СУЩЕСТВУЮЩАЯ СПИСОЧНАЯ СТРУКТУРА;существующей списочной структурой;33;NonDictTerm;1;2;False;0;0
АЦИКЛИЧЕСКИЙ ОРИЕНТИРОВАННЫЙ ГРАФ;ациклический ориентированный граф;33;NonDictTerm;1;2;False;0;0
ЛОГИЧЕСКИЕ ОДИНАКОВЫЕ СПИСКИ;логически одинаковые списки;33;NonDictTerm;1;2;False;0;0
СВОБОДНАЯ СПИСОЧНАЯ ПАМЯТЬ;свободной списочной памятью;34;NonDictTerm;4;8;False;0;0
НЕНУЖНЫЕ СПИСОЧНЫЕ ЯЧЕЙКИ;ненужные списочные ячейки;34;NonDictTerm;1;2;False;0;0
СУЩЕСТВУЮЩИЕ СПИСОЧНЫЕ ЯЧЕЙКИ;существующих списочных ячеек;34;NonDictTerm;1;2;False;0;0
ГРАФОВАЯ ФИЗИЧЕСКАЯ СТРУКТУРА;графовой  физической структуре;34;NonDictTerm;1;2;False;0;0
УКАЗАННЫЕ ПОБОЧНЫЕ ЭФФЕКТЫ;указанных побочных эффектов;34;NonDictTerm;1;2;False;0;0
ГЛАВНЫЕ ОТЛИЧИТЕЛЬНЫЕ ОСОБЕННОСТИ;главных отличительных особенностей;34;NonDictTerm;1;2;False;0;0
ТРАДИЦИОННЫЕ ИМПЕРАТИВНЫЕ ЯЗЫКИ;традиционных императивных языках;35;NonDictTerm;2;4;False;0;0
ТРАДИЦИОННЫЕ УСЛОВНЫЕ ОПЕРАТОРЫ;традиционных условных операторов;35;NonDictTerm;1;2;False;0;0
ПЕРЕМЕННОЕ ПОЗДНЕЕ СВЯЗЫВАНИЕ;переменных позднее связывание;37;NonDictTerm;1;2;False;0;0
РЕКУРСИВНАЯ ВНУТРЕННЯЯ СТРУКТУРА;рекурсивную внутреннюю структуру;39;NonDictTerm;1;2;False;0;0
ИЗЛИШНИЕ РЕКУРСИВНЫЕ ВЫЗОВЫ;излишних рекурсивных вызовов;50;NonDictTerm;1;2;False;0;0
ОДИНАКОВОЕ СИНТАКСИЧЕСКОЕ ПРЕДСТАВЛЕНИЕ;одинаковое синтаксическое представление;60;NonDictTerm;1;2;False;0;0
СВОБОДНЫЕ ПЕРЕМЕННЫЕ ФУНКЦИИ;свободных переменных функций;68;NonDictTerm;1;2;False;0;0
ОСОБЫЕ ЭКЗОТИЧЕСКИЕ ИМЕНА;особых экзотических имен;68;NonDictTerm;1;2;False;0;0
ЕДИНСТВЕННОЕ ПУСТОЕ МНОЖЕСТВО;единственного пустого множества;75;NonDictTerm;1;2;False;0;0
ЧИСТОЕ ФУНКЦИОНАЛЬНОЕ ПРОГРАММИРОВАНИЕ;чисто функционального программирования;79;NonDictTerm;1;2;False;0;0
ЛИСПОВСКИЕ ОСОБЫЕ ФУНКЦИИ;лисповские особые функции;87;NonDictTerm;1;2;False;0;0
НУЖНЫЙ ФУНКЦИОНАЛЬНЫЙ ВЫЗОВ;нужный функциональный вызов;93;NonDictTerm;1;2;False;0;0
ВЫЧИСЛИМОЕ ЛИСПОВСКОЕ ВЫРАЖЕНИЕ;вычислимое лисповское выражение;94;NonDictTerm;1;2;False;0;0
ВЫЧИСЛИМЫЕ ЛИСПОВСКИЕ ВЫРАЖЕНИЯ;вычислимые лисповские выражения;99;NonDictTerm;1;2;False;0;0
ОБЫЧНАЯ ЛИСПОВСКАЯ ФОРМА;обычной лисповской формой;101;NonDictTerm;1;2;False;0;0
СТРОГОЕ ФИКСИРОВАВШЕЕ ЧИСЛО;строго фиксированное число;6;NonDictTerm;1;2;False;0;0
ОБЫЧНЫЕ ВСТРОИВШИЕ ФУНКЦИИ;обычных встроенных функций;8;NonDictTerm;1;2;False;0;0
ОСОБАЯ ВСТРОИВШАЯ ФУНКЦИЯ;особая встроенная функция;14;NonDictTerm;2;4;False;0;0
УКАЗАННОЕ ОПРЕДЕЛЯЮЩЕЕ ВЫРАЖЕНИЕ;указанным определяющим выражением;14;NonDictTerm;1;2;False;0;0
АЦИКЛИЧЕСКИЙ ОРИЕНТИРОВАВШИЙ ГРАФ;ациклический ориентированный граф;33;NonDictTerm;1;2;False;0;0
ОБЪЕМЛЮЩАЯ ВЫЧИСЛЯЮЩАЯ ФУНКЦИЯ;объемлющей вычисляемой функции;38;NonDictTerm;2;4;False;0;0
ВЫШЕ ВСТРОИВШИЕ ФУНКЦИИ;выше встроенных функций;87;NonDictTerm;1;2;False;0;0
ВЛОЖИВШИЕ ФУНКЦИОНАЛЬНЫЕ ВЫЗОВЫ;вложенные функциональные вызовы;6;NonDictTerm;3;6;False;0;0
ВСТРОИВШИЕ ЛИСПОВСКИЕ ФУНКЦИИ;встроенных лисповских функций;11;NonDictTerm;2;4;False;0;0
ИСКЛЮЧИВШИЕ ВНЕШНИЕ СКОБКИ;исключены внешние скобки;15;NonDictTerm;1;2;False;0;0
ВСТРОИВШАЯ ОСОБАЯ ФУНКЦИЯ;встроенная особая функция;15;NonDictTerm;1;2;False;0;0
ВСТРОИВШИЕ ЛОГИЧЕСКИЕ ФУНКЦИИ;встроенные логические функции;20;NonDictTerm;1;2;False;0;0
ОТЛОЖИВШИЕ ФУНКЦИОНАЛЬНЫЕ ВЫЗОВЫ;отложенных функциональных вызовов;2;NonDictTerm;2;4;False;0;0
ПОКАЗАВШЕЕ ВНУТРЕННЕЕ ПРЕДСТАВЛЕНИЕ;показано внутреннее представление;31;NonDictTerm;1;2;False;0;0
СУЩЕСТВУЮЩАЯ СПИСОЧНАЯ СТРУКТУРА;существующей списочной структурой;33;NonDictTerm;1;2;False;0;0
СУЩЕСТВУЮЩИЕ СПИСОЧНЫЕ ЯЧЕЙКИ;существующих списочных ячеек;34;NonDictTerm;1;2;False;0;0
УКАЗАВШИЕ ПОБОЧНЫЕ ЭФФЕКТЫ;указанных побочных эффектов;34;NonDictTerm;1;2;False;0;0
ОТЛОЖИВШИЕ РЕКУРСИВНЫЕ ВЫЗОВЫ;отложенных рекурсивных вызовов;40;NonDictTerm;1;2;False;0;0
НАЗЫВАЮЩАЯ ХВОСТОВАЯ РЕКУРСИЯ;называемую хвостовую рекурсию;41;NonDictTerm;1;2;False;0;0
ПОЛУЧАЮЩАЯСЯ КВАДРАТИЧНАЯ ЗАВИСИМОСТЬ;Получающуюся квадратичную зависимость;51;NonDictTerm;1;2;False;0;0
ВЫРОВНЯВШЕЕ ПРАВОЕ ПОДДЕРЕВО;выровненное правое поддерево;56;NonDictTerm;1;2;False;0;0
ВЛОЖИВШИЕ РЕКУРСИВНЫЕ ВЫЗОВЫ;вложенных рекурсивных вызовов;56;NonDictTerm;1;2;False;0;0
ВСТРОИВШАЯ СПЕЦИАЛЬНАЯ ФОРМА;встроена специальная форма;68;NonDictTerm;1;2;False;0;0
НАЗЫВАЮЩИЕ КЛЮЧЕВЫЕ ПАРАМЕТРЫ;называемых ключевых параметров;72;NonDictTerm;1;2;False;0;0
ВОЗНИКНУВШИЕ ЛИШНИЕ СКОБКИ;возникшие лишние скобки;74;NonDictTerm;1;2;False;0;0
ПРИВЕДШАЯ НИЖЕ ПРОГРАММА;приведенной ниже программе;80;NonDictTerm;1;2;False;0;0
ВВЕДШЕЕ ЛИСПОВСКОЕ ВЫРАЖЕНИЕ;введено лисповское выражение;82;NonDictTerm;1;2;False;0;0
ОТКРЫВАЮЩАЯ КРУГЛАЯ СКОБКА;открывающая круглая скобка;83;NonDictTerm;1;2;False;0;0
ИСКЛЮЧИВШИЕ ПОБОЧНЫЕ ЭФФЕКТЫ;исключены побочные эффекты;87;NonDictTerm;1;2;False;0;0
ВЫПОЛНИВШИЙ ФУНКЦИОНАЛЬНЫЙ ВЫЗОВ;выполненного функционального вызова;91;NonDictTerm;1;2;False;0;0
НАЗЫВАЮЩИЕ КЛЮЧЕВЫЕ СЛОВА;называемые ключевые слова;93;NonDictTerm;1;2;False;0;0
СФОРМИРОВАВШИЙ РЕКУРСИВНЫЙ ВЫЗОВ;сформирован рекурсивный вызов;98;NonDictTerm;1;2;False;0;0
РЕАЛИЗОВАВШАЯ ВСТРОИВШАЯ ФУНКЦИЯ;реализована встроенная функция;33;NonDictTerm;1;2;False;0;0
СТАРЕЙШИЕ ЯЗЫКИ ПРОГРАММИРОВАНИЯ;старейших языков программирования;2;NonDictTerm;2;4;False;0;0
РАЗВИТЫЕ ДИАЛЕКТЫ ЯЗЫКА;развитых диалектов языка;2;NonDictTerm;1;2;False;0;0
ФУНКЦИОНАЛЬНАЯ ПАРАДИГМА ПРОГРАММИРОВАНИЯ;функциональной парадигмы программирования;2;NonDictTerm;1;2;False;0;0
УДИВИТЕЛЬНЫЕ ОСОБЕННОСТИ ЛИСПА;удивительных особенностей Лиспа;2;NonDictTerm;2;4;False;0;0
СИНТАКСИЧЕСКАЯ ФОРМА ЗАПИСИ;синтаксическая форма записи;2;NonDictTerm;1;2;False;0;0
ФУНКЦИОНАЛЬНЫЕ СРЕДСТВА ЯЗЫКА;функциональным средствам языка;2;NonDictTerm;1;2;False;0;0
СОВРЕМЕННЫЕ ДИАЛЕКТЫ ЛИСПА;современных диалектах Лиспа;3;NonDictTerm;2;4;False;0;0
ИМПЕРАТИВНАЯ ПАРАДИГМА ПРОГРАММИРОВАНИЯ;императивной парадигмы программирования;3;NonDictTerm;1;2;False;0;0
СОВРЕМЕННЫЕ ДИАЛЕКТЫ ЯЗЫКА;современных диалектах языка;3;NonDictTerm;1;2;False;0;0
КЛЮЧЕВОЕ ПОНЯТИЕ ЯЗЫКА;Ключевым понятием языка;4;NonDictTerm;1;2;False;0;0
МЕТАЛИНГВИСТИЧЕСКИЕ ФОРМУЛЫ БЭКУС-НАУРА;металингвистическими формулами Бэкуса-Наура;4;NonDictTerm;1;2;False;0;0
ВЕРХНИЙ УРОВЕНЬ СПИСКА;верхнем уровне списка;4;NonDictTerm;10;20;False;0;0
СИНТАКСИЧЕСКОЕ ЕДИНООБРАЗИЕ ПРОГРАММЫ;синтаксическое единообразие программы;2;NonDictTerm;1;2;False;0;0
БАЗОВЫЙ НАБОР ФУНКЦИЙ;Базовый набор функций;6;NonDictTerm;2;4;True;0;0
РАННЯЯ РЕАЛИЗАЦИЯ ЛИСПА;ранней реализации Лиспа;7;NonDictTerm;1;2;False;0;0
ОДНОВРЕМЕННОЕ ЗНАЧЕНИЕ АРГУМЕНТОВ;одновременно
значения аргументов;8;NonDictTerm;1;2;False;0;0
